objectid,osm_id,fcode,facility_type,name,subdistrict,district,state,country,longitude,latitude
48,457962199,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.19029441808173,27.84040039570014
151,457962211,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.2028429682387,27.820976844466475
180,254923953,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,74.3671966398502,35.91809520105194
188,457954467,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.58422320168577,26.890080918106598
204,782441360,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.75704479951845,27.161602234877773
256,457962156,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.1170767194688,27.680472971130794
292,457954480,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.6198830997619,26.911312149906482
297,457973208,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,70.04109790013115,27.41089855021294
340,457973187,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.06055433000365,27.55722099542404
439,457973199,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.98396542235294,27.45353739899319
587,457948060,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.67989315570713,27.073369523522498
658,457962171,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.13345114005693,27.769628369887407
751,457954457,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.65105237076982,27.065463973930466
919,457962163,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.13805547423497,27.74392323101081
922,889329498,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,74.13631110001629,35.35067109992631
1004,782441361,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.74279418161852,27.163040835394064
1007,457962153,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.11030857331322,27.675998899959982
1008,457962203,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.18677800103183,27.842964683911983
1057,457954483,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.67731472757103,26.93705825980889
1076,231908219,7204,Industrial,,Data Not Available,Muzaffarabad,Jammu And Kashmir,India,73.58531075440304,34.25788911794459
1080,548612768,7204,Industrial,,Hangrang,Kinnaur,Himachal Pradesh,India,78.58298320315451,32.01728731969714
1113,457973168,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.17956068536566,27.60078335083957
1160,944823981,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,75.64079905078198,35.28130420482661
1360,231908217,7204,Industrial,,Data Not Available,Muzaffarabad,Jammu And Kashmir,India,73.5892326411983,34.25612898836671
1422,312731786,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.71693163938535,27.050898807698164
1424,457962155,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.11132854976931,27.680381999567796
1461,377783312,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.57138882231251,26.864860373457624
1521,260747345,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,75.00355097524799,36.86441740816581
1549,457962212,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.20866074057587,27.824316995272817
1562,457962197,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.18314142258674,27.832418144070886
1605,457962141,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.09325776855076,27.514450494655232
1635,457962215,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.21535593033333,27.797591415229217
1740,457948062,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.6966905490383,27.058619482821936
1758,944823980,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,75.63670030582178,35.29877257840793
1820,457973162,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.26202876513754,27.7153528738157
1833,457962190,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.18574428331003,27.79974108822666
1879,457962170,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.14065296434008,27.756889201159705
2001,457962183,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.14071351094512,27.809274463059044
2051,457962182,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.14759631726977,27.806024639866603
2053,457954523,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.50363269908432,26.768828274833123
2140,457962201,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.18587440318089,27.835911784294918
2168,457962175,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.14844379464206,27.77503803819003
2179,457962186,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.1464269252908,27.814311408930894
2303,457962178,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.14078519670691,27.800664622056107
2321,457962168,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.13478798107796,27.749642561366393
2333,457962179,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.13376720000218,27.801654299908638
2360,457962180,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.1461547598808,27.79545495623767
2369,377783313,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.65958608279014,27.07994903198829
2422,457973166,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.19358050002592,27.606100949533133
2428,377783311,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.57536596033813,26.868017492262023
2434,457962160,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.13775193092083,27.74001284842474
2448,457962213,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.20525947303113,27.81610209006751
2519,457962169,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.12126962862804,27.75373175334606
2537,889329490,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,74.13582768062909,35.34880271558825
2695,457954471,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.58728918095576,26.829829516671335
2737,457973198,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,70.00792932085524,27.451005211095975
2739,782441363,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.76843921094598,27.143886613021728
2775,457962206,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.20983318260227,27.84556954898966
2819,457962154,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.11256442224096,27.669089104586014
2949,568378369,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,73.82954439933161,35.45452930553248
2974,457962205,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.19030947536577,27.848127948456767
3008,457962161,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.1347791976653,27.730793697340385
3033,457973194,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,70.00144984591887,27.43838465269428
3039,457962193,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.17153840954138,27.818847973294996
3049,457962198,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.19762802658812,27.83214984743466
3050,457962172,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.14312456590713,27.768209300980022
3053,782441362,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.75030732342924,27.140684102818284
3090,568378352,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,73.85864492218934,35.47910385286744
3105,851933557,7204,Industrial,,Data Not Available,Muzaffarabad,Jammu And Kashmir,India,73.71752109344087,34.39855385459337
3125,457954479,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.64092174991933,26.930982100013974
3138,457973205,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,70.03876971639423,27.401127474239583
3258,891695136,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,73.8380889595412,35.46419364427167
3303,782441359,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.73055221784865,27.148996080616
3645,1342704807,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,79.25139357822403,35.92414816368101
3676,782441358,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.72082884054363,27.160671048744142
3826,782502262,7204,Industrial,,Sam,Jaisalmer,Rajasthan,India,69.99846862119648,27.388193745923495
4074,512140396,7214,Quarry,,Gangtok,Gangtok,Sikkim,India,88.8738956374791,27.330220196498384
4159,999202780,7204,Industrial,,Ramgarh,Jaisalmer,Rajasthan,India,70.94323725568948,27.696803539501214
4385,1011440034,7204,Industrial,,Shirpur,Dhule,Maharashtra,India,74.95397514591168,21.33406242237057
4388,1342720074,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,79.2174071789871,35.879957274139876
5321,789074786,7204,Industrial,,Khandala,Satara,Maharashtra,India,73.95255523753028,18.153260554095652
5441,1443022305,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,74.09264792725017,35.423163360427786
5634,623471895,7204,Industrial,,Nadiad,Kheda,Gujarat,India,72.81452021194582,22.708643973194132
5673,321090328,7204,Industrial,,Talaja,Bhavnagar,Gujarat,India,72.16799967847358,21.400485607587044
5693,1342704806,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.25535415053288,35.93488411914982
5751,966564423,7204,Industrial,,Nyoma,Leh Ladakh,Ladakh,India,79.38452507126249,32.746049534715
5825,1342704824,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.25558410522912,35.94063735291608
5880,547296929,7204,Industrial,,Poo,Kinnaur,Himachal Pradesh,India,78.57560776284748,31.74851662598717
5923,964425061,7204,Industrial,,Durbuk,Leh Ladakh,Ladakh,India,78.84629553357325,33.609675066705755
5953,1311619454,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.27135697826597,34.36781567910535
6009,759265142,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.65096998554822,35.09950583065002
6047,456978316,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.58004464927208,34.000402175281835
6064,1342704817,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,79.24631979628965,35.925862508345496
6152,653193655,7204,Industrial,,Daskroi,Ahmedabad,Gujarat,India,72.59386783724953,22.86605367140534
6169,971322240,7204,Industrial,,Shirur,Pune,Maharashtra,India,74.19106540303594,18.71906379448946
6233,1342715806,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.27419398566266,35.824817586597796
6343,1327157686,7204,Industrial,,Durbuk,Leh Ladakh,Ladakh,India,79.01512667637,33.7655505338157
6362,1358386436,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.23386614438245,35.42190452227071
6439,617989965,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.93106707251579,19.157980007834478
6511,680517758,7214,Quarry,,Chungthang,Mangan,Sikkim,India,88.77415965734036,27.74541283068066
6513,996001135,7214,Quarry,,Nyoma,Leh Ladakh,Ladakh,India,79.28091775029813,33.03908216707287
6542,296946468,7214,Quarry,,Zemithang Circle,Tawang,Arunachal Pradesh,India,91.8296703141399,27.717579519319557
6563,547296917,7204,Industrial,,Poo,Kinnaur,Himachal Pradesh,India,78.60595862607146,31.754537924294304
6643,1358386448,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.25325091812446,35.42983872615426
6656,1358386445,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.25361680964731,35.43411174683983
6671,547296918,7204,Industrial,,Poo,Kinnaur,Himachal Pradesh,India,78.59976685738995,31.758754065439067
6672,1342715783,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.27898221858126,35.951168623809984
6676,547296919,7204,Industrial,,Poo,Kinnaur,Himachal Pradesh,India,78.59926978424909,31.757990447929505
6743,1342715785,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,79.28352084860879,35.951952667846534
6792,1358359454,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.18988949345079,35.31909517248024
6801,759133977,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.54410228896374,35.32537263356544
6831,1358386466,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.22295891569976,35.36936168213557
6870,1358359456,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,78.19019795022108,35.32539689377768
6913,1342715784,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.28769175834702,35.94944151450644
6944,1358359453,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,78.18945882697848,35.32123671658282
6952,680449683,7204,Industrial,,Mahesana,Mahesana,Gujarat,India,72.39487978994745,23.455689828173874
6965,871656269,7204,Industrial,,Dholka,Ahmedabad,Gujarat,India,72.355868060853,22.596946100931117
6987,1358373779,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,78.17937647357446,35.3319723390734
6995,1410683017,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,78.41531552952185,35.61211073816926
7048,455548805,7214,Quarry,,Panvel,Raigad,Maharashtra,India,73.05638191530292,18.951551290665755
7052,1358386446,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.25764484971617,35.4334410822934
7058,1342715803,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,79.28084541123053,35.83120189991953
7059,195858876,7214,Quarry,,Jiwati,Chandrapur,Maharashtra,India,79.15324321951316,19.646040391344812
7069,651103905,7204,Industrial,,Sanand,Ahmedabad,Gujarat,India,72.46753657288725,22.954221133740813
7070,1358373778,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,78.18127874021397,35.333739672203556
7138,1358386468,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.19649196139493,35.315596175186194
7139,1342715802,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,79.28855626572353,35.855154708511456
7153,228966422,7214,Quarry,,Barshi,Solapur,Maharashtra,India,75.74406186041645,18.257191139114806
7155,658051837,7204,Industrial,,Purandhar,Pune,Maharashtra,India,74.1791878809357,18.25101008881516
7181,283098485,7204,Industrial,,Dadra And Nagar Haveli,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,India,73.01797914065219,20.103656476940255
7198,894963322,7204,Industrial,,Babra,Amreli,Gujarat,India,71.29817202057228,21.864759428612818
7224,1358386447,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.25165092169433,35.43543921479907
7225,197542904,7204,Industrial,,Walwa,Sangli,Maharashtra,India,74.27111614076867,17.07312688208538
7255,628049501,7204,Industrial,,Vasai,Palghar,Maharashtra,India,72.85595180848495,19.412087085408505
7257,946477349,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,79.43968848982085,35.2366704617436
7264,279463130,7214,Quarry,,Jaoli,Satara,Maharashtra,India,73.89725470122241,17.776242119753572
7274,1358388598,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,78.7839748017306,35.268104678727994
7286,658572290,7204,Industrial,,Khed,Ratnagiri,Maharashtra,India,73.48773546251773,17.60817149139155
7287,1342715807,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,79.29008623926936,35.81790634152739
7289,1358386444,7214,Quarry,,Leh,Leh Ladakh,Ladakh,India,78.2538933320669,35.43286649311325
7303,1358359406,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,78.17531533686426,35.38010723107216
7313,250301166,7214,Quarry,,Shahapur,Thane,Maharashtra,India,73.46014864987873,19.62549283392509
7327,703324754,7204,Industrial,,Junagadh,Junagadh,Gujarat,India,70.53755225438324,21.65739581392582
7352,1342720075,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,79.21486102421659,35.892847164388826
7380,1358359466,7204,Industrial,,Leh,Leh Ladakh,Ladakh,India,78.30835455389008,35.28757082264337
7479,641714736,7204,Industrial,,Khed,Pune,Maharashtra,India,73.78637631772057,18.798956643758927
7549,908157993,7214,Quarry,,Nagar,Ahilyanagar,Maharashtra,India,74.69162764153388,19.25918590731874
7627,925579616,7204,Industrial,,Gondal,Rajkot,Gujarat,India,70.76362124047732,22.088857025383213
7678,984259058,7204,Industrial,,Jamnagar Rural,Jamnagar,Gujarat,India,70.03138162502454,22.435133075077996
7722,658280543,7204,Industrial,,Panvel,Raigad,Maharashtra,India,73.1690421788148,18.884780174576537
7736,1426438139,7204,Industrial,,Vengurla,Sindhudurg,Maharashtra,India,73.62246836157978,15.856233026213301
7799,138540765,7204,Industrial,,Dadra And Nagar Haveli,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,India,72.96802839428796,20.325923075721263
7804,754896360,7204,Industrial,,Bhusawal,Jalgaon,Maharashtra,India,75.81893878962296,21.053987528792245
7816,1002724020,7204,Industrial,,Desaiganj Vadasa,Gadchiroli,Maharashtra,India,79.98197575676402,20.614349646176926
7866,141131394,7204,Industrial,,Gandhidham,Kachchh,Gujarat,India,70.21901168490129,22.999497802035027
8063,910269960,7204,Industrial,,Padra,Vadodara,Gujarat,India,72.90812804655849,22.134146762153897
8129,651103921,7204,Industrial,,Sanand,Ahmedabad,Gujarat,India,72.39300899412193,22.873498471583154
8135,430017692,7204,Industrial,,Mumbai,Mumbai,Maharashtra,India,72.85872603261936,19.011856738167
8159,146883227,7204,Industrial,,Kamrej,Surat,Gujarat,India,72.99074976654941,21.325185855838274
8292,533779264,7204,Industrial,,Bhiwandi,Thane,Maharashtra,India,73.01735623144144,19.224836414133538
8353,673644842,7204,Industrial,,Kalol,Panch Mahals,Gujarat,India,73.44133351419873,22.60429856773966
8354,1231651507,7204,Industrial,,Kalyanpur,Devbhumi Dwarka,Gujarat,India,69.3406311372509,22.106177350692725
8385,737231486,7204,Industrial,,Gadhada,Botad,Gujarat,India,71.51449941303242,21.79130395387131
8401,138536642,7204,Industrial,,Umbergaon,Valsad,Gujarat,India,72.89449739854032,20.290462726431908
8411,169124853,7204,Industrial,,Yavatmal,Yavatmal,Maharashtra,India,78.07513647520888,20.385666834266143
8464,942873711,7204,Industrial,,Gondal,Rajkot,Gujarat,India,70.79245657164414,22.034604659641584
8525,204368675,7204,Industrial,,Shahapur,Thane,Maharashtra,India,73.30097283096056,19.438382005473674
8535,651555395,7214,Quarry,,Shirur,Pune,Maharashtra,India,74.30464057260876,18.813274905567877
8619,452838869,7204,Industrial,,Paithan,Chhatrapati Sambhajinagar,Maharashtra,India,75.2996220359453,19.70177616837794
8661,663762912,7204,Industrial,,Sanand,Ahmedabad,Gujarat,India,72.3124523836036,23.02195212890737
8673,431553560,7204,Industrial,,Ambarnath,Thane,Maharashtra,India,73.12407107288391,19.11197564159526
8725,1017173831,7204,Industrial,,Vapi,Valsad,Gujarat,India,72.88183785650732,20.420279875465482
8763,480510335,7214,Quarry,,Loha,Nanded,Maharashtra,India,77.4159277695732,19.031332638954133
8778,367204725,7204,Industrial,,Sabarmati,Ahmedabad,Gujarat,India,72.49405966998235,23.061302102619603
8794,384667642,7204,Industrial,,Pune City,Pune,Maharashtra,India,73.91695204448924,18.517200282289675
8835,198143546,7204,Industrial,,Jetpur City,Rajkot,Gujarat,India,70.60504092276061,21.75279169132329
8871,730230218,7204,Industrial,,Botad,Botad,Gujarat,India,71.63335418208754,22.189863934584004
8872,338779424,7204,Industrial,,Gandhinagar,Gandhinagar,Gujarat,India,72.65984130341289,23.25275415083241
8877,237222431,7204,Industrial,,Indapur,Pune,Maharashtra,India,74.75554939365041,18.241993855988383
8891,155467019,7214,Quarry,,Tumsar,Bhandara,Maharashtra,India,79.75178818539962,21.54518127606533
8909,921923562,7204,Industrial,,Majura,Surat,Gujarat,India,72.83462571249873,21.215037789730637
8918,196112362,7214,Quarry,,Loha,Nanded,Maharashtra,India,77.27727264849193,19.068856241121306
8929,658282443,7204,Industrial,,Panvel,Raigad,Maharashtra,India,73.15585100275679,18.870547167913518
8975,991390190,7204,Industrial,,Ratnagiri,Ratnagiri,Maharashtra,India,73.30345030441579,17.000743363051008
9130,149003196,7204,Industrial,,Karjat,Raigad,Maharashtra,India,73.36448563951919,18.8337849195393
9240,238188844,7204,Industrial,,Rahta,Ahilyanagar,Maharashtra,India,74.46734564445832,19.79800868847085
9246,133732505,7204,Industrial,,Savner,Nagpur,Maharashtra,India,79.01176944444082,21.34338108864846
9357,251363258,7214,Quarry,,Bicholim,North Goa,Goa,India,73.89537303802459,15.682849052450644
9358,1393947339,7204,Industrial,,Mumbai,Mumbai,Maharashtra,India,72.83939740206877,18.949816667887053
9383,628061987,7204,Industrial,,Vaghodia,Vadodara,Gujarat,India,73.41106683329254,22.460412226132167
9416,1384554689,7214,Quarry,,Dharbandora,South Goa,Goa,India,74.1090104653254,15.385823398112713
9439,747367988,7204,Industrial,,Mahuva,Bhavnagar,Gujarat,India,71.76449646862405,21.11933346361841
9442,657872743,7204,Industrial,,Solapur North,Solapur,Maharashtra,India,75.75388134828671,17.801059049563595
9486,822928774,7214,Quarry,,Uran,Raigad,Maharashtra,India,73.02316369324814,18.944125078296914
9511,1007651951,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.33951270370386,18.803427121567807
9536,1262255603,7204,Industrial,,Tiswadi,North Goa,Goa,India,73.93820289343041,15.502702652186986
9546,1263837267,7204,Industrial,,Wankaner,Morbi,Gujarat,India,70.9618637840888,22.629632576125665
9584,628021384,7204,Industrial,,Vasai,Palghar,Maharashtra,India,72.89686449397662,19.37014531867824
9602,140959697,7204,Industrial,,Gandhidham,Kachchh,Gujarat,India,70.11133984639454,23.082841894341342
9610,197430440,7204,Industrial,,Ratnagiri,Ratnagiri,Maharashtra,India,73.21964254262868,17.28175568416476
9628,1077999717,7214,Quarry,,Amgaon,Gondia,Maharashtra,India,80.32891231625405,21.423005974793067
9657,1007640410,7204,Industrial,,Panvel,Raigad,Maharashtra,India,73.1528011262311,18.916148955594668
9686,653193651,7204,Industrial,,Daskroi,Ahmedabad,Gujarat,India,72.59170849434325,22.877469935690247
9737,661955012,7204,Industrial,,Anjar,Kachchh,Gujarat,India,70.21878110271406,23.1713719625852
9754,658165480,7204,Industrial,,Karad,Satara,Maharashtra,India,74.11389156609883,17.362395650580304
9756,909780536,7204,Industrial,,Vagra,Bharuch,Gujarat,India,72.64976122187349,21.718336104408124
9762,841044981,7204,Industrial,,Uran,Raigad,Maharashtra,India,72.97589035762795,18.878135788307258
9763,195994910,7214,Quarry,,Korpana,Chandrapur,Maharashtra,India,79.04526035999513,19.801748966841846
9767,984376932,7204,Industrial,,Kalavad,Jamnagar,Gujarat,India,70.41312685908623,22.039266408169834
9779,703300016,7204,Industrial,,Junagadh,Junagadh,Gujarat,India,70.45357569617258,21.607313375172875
9802,317146439,7204,Industrial,,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Maharashtra,India,75.36656030451584,19.89008863295093
9803,1392319064,7204,Industrial,,Kalyan,Thane,Maharashtra,India,73.1074685156747,19.21640162713966
9814,789074788,7204,Industrial,,Khandala,Satara,Maharashtra,India,73.94347326845461,18.149564841785175
9845,128715460,7204,Industrial,,Okhamandal,Devbhumi Dwarka,Gujarat,India,69.06924195199754,22.4760410957926
9871,789051591,7204,Industrial,,Purandhar,Pune,Maharashtra,India,74.17933831121303,18.249042073468864
9872,722179799,7204,Industrial,,Kotda Sangani,Rajkot,Gujarat,India,70.78477649994295,22.069390996661973
9880,262097571,7204,Industrial,,Himatnagar,Sabar Kantha,Gujarat,India,72.96339785320886,23.625722683505245
9888,628021359,7204,Industrial,,Vasai,Palghar,Maharashtra,India,72.90417998808488,19.293155217612277
9889,235985397,7204,Industrial,,Thane,Thane,Maharashtra,India,73.02600739245341,19.11733793706045
9905,659765899,7204,Industrial,,Dharangaon,Jalgaon,Maharashtra,India,75.46170980853499,21.014267005315133
9918,1263812737,7204,Industrial,,Bhachau,Kachchh,Gujarat,India,70.2551334383819,23.266811872905183
9929,1263635098,7204,Industrial,,Anjar,Kachchh,Gujarat,India,70.03404349531141,23.119812454049793
9938,204387284,7204,Industrial,,Hingna,Nagpur,Maharashtra,India,78.97208295435352,21.13036992475199
9963,665953410,7204,Industrial,,Thane,Thane,Maharashtra,India,72.94876621077609,19.18646900892146
9989,1002209520,7214,Quarry,,Rapar,Kachchh,Gujarat,India,70.63634340891912,23.896282682582676
9997,659853131,7204,Industrial,,Sindkhede,Dhule,Maharashtra,India,74.56349162320421,21.33893576694245
10012,651103938,7204,Industrial,,Bavla,Ahmedabad,Gujarat,India,72.37273124788085,22.84269536100827
10014,227896403,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.83563808626872,19.135006240002735
10021,1002209500,7214,Quarry,,Songadh,Tapi,Gujarat,India,73.54013245678668,21.148741832877025
10064,950048223,7204,Industrial,,Kotda Sangani,Rajkot,Gujarat,India,70.86887167245355,22.151164648318726
10065,151527440,7204,Industrial,,Bhiwandi,Thane,Maharashtra,India,73.01404717824055,19.254158734232586
10075,373419507,7204,Industrial,,Porabandar City,Porbandar,Gujarat,India,69.59782805560886,21.647430135590565
10086,972929287,7204,Industrial,,Niphad,Nashik,Maharashtra,India,74.2026445209971,20.083032395182894
10103,197929516,7204,Industrial,,Igatpuri,Nashik,Maharashtra,India,73.65460925594732,19.726249099644903
10106,373419509,7204,Industrial,,Porabandar City,Porbandar,Gujarat,India,69.596142235892,21.6434555563439
10117,96700447,7204,Industrial,,Jalgaon,Jalgaon,Maharashtra,India,75.59660658051382,21.00294394195481
10128,789074780,7204,Industrial,,Khandala,Satara,Maharashtra,India,73.95108892084092,18.136627005487025
10138,703650636,7204,Industrial,,Jetpur,Rajkot,Gujarat,India,70.55859279849244,21.629929418639847
10143,920032693,7204,Industrial,,Kalol Gandhinagar,Gandhinagar,Gujarat,India,72.4704667999097,23.11593534177431
10155,771415009,7204,Industrial,,Nagpur Rural,Nagpur,Maharashtra,India,78.97992191209524,20.904137037253456
10156,703781366,7204,Industrial,,Junagadh,Junagadh,Gujarat,India,70.47875165430835,21.45847450777146
10178,703318520,7204,Industrial,,Junagadh,Junagadh,Gujarat,India,70.44413920007237,21.636346999765475
10197,994105751,7214,Quarry,,Rajapur,Ratnagiri,Maharashtra,India,73.5348942200159,16.601967333033947
10199,985618106,7204,Industrial,,Tikota,Vijayapura,Karnataka,India,75.606313943519,16.967769959868292
10206,675205241,7204,Industrial,,Gandhinagar,Gandhinagar,Gujarat,India,72.57810038838392,23.291293348555673
10216,29917233,7204,Industrial,,Vadodara Rural,Vadodara,Gujarat,India,73.16454239611016,22.33256009318966
10224,199375092,7214,Quarry,,Pernem,North Goa,Goa,India,73.79354999635088,15.665979355710528
10240,235983883,7204,Industrial,,Thane,Thane,Maharashtra,India,73.02953166879853,19.073821304302896
10247,661866334,7204,Industrial,,Vagra,Bharuch,Gujarat,India,72.61304458081007,21.71945994694876
10275,1072413455,7214,Quarry,,Ambarnath,Thane,Maharashtra,India,73.25926821687494,19.094228445515952
10285,384611182,7204,Industrial,,Mumbai,Mumbai,Maharashtra,India,72.8517900384244,18.99641632121625
10299,889568444,7204,Industrial,,Babra,Amreli,Gujarat,India,71.17830365244369,21.8179111171883
10304,731086886,7204,Industrial,,Lakhpat,Kachchh,Gujarat,India,69.00959430384432,23.6225988847922
10311,1017173825,7204,Industrial,,Vapi,Valsad,Gujarat,India,72.90247651785172,20.43638891305092
10321,207538315,7204,Industrial,,Mumbai,Mumbai,Maharashtra,India,72.84039594197013,18.952488996829707
10346,1466071645,7204,Industrial,,Nashik,Nashik,Maharashtra,India,73.72436396091841,19.94681894249085
10348,1011440037,7204,Industrial,,Shirpur,Dhule,Maharashtra,India,74.9565891109215,21.327325603842986
10371,648168829,7204,Industrial,,Vagra,Bharuch,Gujarat,India,72.71867749085095,21.726695900816672
10403,147478194,7204,Industrial,,Jhagadia,Bharuch,Gujarat,India,73.13839954941578,21.64172090932237
