objectid,osm_id,fcode,facility_type,name,subdistrict,district,state,country,longitude,latitude
67270,942873713,7204,Industrial,,Kotda Sangani,Rajkot,Gujarat,India,70.79000889255566,22.06865613443189
67279,1355307339,7204,Industrial,,Bardez,North Goa,Goa,India,73.76707371992707,15.6257489199074
67293,1046313184,7204,Industrial,,Nanded,Nanded,Maharashtra,India,77.35024593389471,19.137929406797962
67303,1020673102,7204,Industrial,,Canacona,South Goa,Goa,India,74.07268181473614,15.011174746110546
67311,1263635099,7204,Industrial,,Anjar,Kachchh,Gujarat,India,70.03434251182003,23.118858043406494
67321,991849088,7204,Industrial,,Mahad,Raigad,Maharashtra,India,73.48894902780609,18.109753541888516
67329,983106544,7214,Quarry,,Quepem,South Goa,Goa,India,74.1706012304165,15.102555773968987
67333,1108793675,7204,Industrial,,Morvi,Morbi,Gujarat,India,70.88876696035192,22.79342679482588
67343,909780525,7204,Industrial,,Vagra,Bharuch,Gujarat,India,72.65869872516475,21.755566998219418
67344,1273183385,7204,Industrial,,Jodiya,Jamnagar,Gujarat,India,70.23314537738219,22.5789668273619
67378,1009322654,7204,Industrial,,Khambhalia,Devbhumi Dwarka,Gujarat,India,69.68721061679565,22.318787627723403
67416,1002202691,7214,Quarry,,Anjar,Kachchh,Gujarat,India,69.96700339826825,23.075187542250948
67422,1077864610,7204,Industrial,,Kagwad,Belagavi,Karnataka,India,74.72173069859468,16.710861952049974
67425,1041863072,7204,Industrial,,Vasmath,Hingoli,Maharashtra,India,77.14574454772217,19.32510053556261
67438,938086155,7214,Quarry,,Bicholim,North Goa,Goa,India,74.03773367950559,15.467532515217352
67444,1381466373,7214,Quarry,,Dodamarg,Sindhudurg,Maharashtra,India,73.9911087974474,15.650065705031588
67446,900457913,7204,Industrial,,Rajkot,Rajkot,Gujarat,India,70.9905653339941,22.41014674661517
67455,978315180,7214,Quarry,,Korpana,Chandrapur,Maharashtra,India,78.8589607761826,19.735797173657097
67466,1473685967,7204,Industrial,,Kankavli,Sindhudurg,Maharashtra,India,73.7078977137435,16.209851772686097
67470,920034359,7204,Industrial,,Kalol Gandhinagar,Gandhinagar,Gujarat,India,72.46145730144157,23.121609726839516
67471,1340347616,7204,Industrial,,Lalpur,Jamnagar,Gujarat,India,69.87861590484667,22.370885019171414
67473,910269952,7204,Industrial,,Amod,Bharuch,Gujarat,India,72.86131763223075,21.994003994366313
67479,1212265048,7204,Industrial,,Bardez,North Goa,Goa,India,73.8198206605303,15.588008775149481
67490,1008088162,7204,Industrial,,Wada,Palghar,Maharashtra,India,73.11630667248201,19.650759817437404
67494,1241319791,7204,Industrial,,Nagpur Urban,Nagpur,Maharashtra,India,79.09147941781534,21.15056989551345
67510,1260605156,7204,Industrial,,Kalavad,Jamnagar,Gujarat,India,70.25984580861295,22.26249438624506
67517,1360920045,7204,Industrial,,Panvel,Raigad,Maharashtra,India,73.0733385726105,19.068740164458205
67519,1008648044,7204,Industrial,,Vagra,Bharuch,Gujarat,India,72.728840533336,21.68802280996714
67521,1002028495,7214,Quarry,,Nakhatrana,Kachchh,Gujarat,India,69.18616490155752,23.33433310890774
67535,1107179896,7204,Industrial,,Sabarmati,Ahmedabad,Gujarat,India,72.59184457119946,23.09112467893442
67542,1001479155,7214,Quarry,,Jamjodhpur,Jamnagar,Gujarat,India,70.05130532396439,21.816720677794347
67565,1150096770,7214,Quarry,,Umarpada,Surat,Gujarat,India,73.32774121648985,21.485973876705692
67570,1008095965,7204,Industrial,,Kalyan,Thane,Maharashtra,India,73.17968989868861,19.27807675267028
67576,1210793421,7214,Quarry,,Karjat,Raigad,Maharashtra,India,73.30767998187167,18.928273958711987
67599,1425300080,7214,Quarry,,Malwan,Sindhudurg,Maharashtra,India,73.5562466815696,16.0890209824962
67612,1011440080,7204,Industrial,,Shirpur,Dhule,Maharashtra,India,74.95335793848895,21.34072139702565
67622,1362012786,7214,Quarry,,Bicholim,North Goa,Goa,India,73.89029657531646,15.68655191819042
67624,1210118512,7214,Quarry,,Pernem,North Goa,Goa,India,73.79213043765616,15.677407839817047
67627,910138025,7204,Industrial,,Indapur,Pune,Maharashtra,India,74.9550526815326,18.092074003532392
67640,910043012,7204,Industrial,,Bharuch,Bharuch,Gujarat,India,73.0273055614942,21.78995435637409
67653,1001158583,7214,Quarry,,Satari,North Goa,Goa,India,74.08844727544042,15.513288716110704
67654,1246445670,7204,Industrial,,Karmala,Solapur,Maharashtra,India,75.21832427586463,18.40346379543936
67687,1228706792,7214,Quarry,,Kalyanpur,Devbhumi Dwarka,Gujarat,India,69.3883017079537,22.082810833195275
67690,909780528,7204,Industrial,,Vagra,Bharuch,Gujarat,India,72.66185087422622,21.739466208637083
67693,921923554,7204,Industrial,,Majura,Surat,Gujarat,India,72.82121643313525,21.212483038334238
67706,910115658,7204,Industrial,,Haveli,Pune,Maharashtra,India,73.77952889970493,18.63646460178396
67731,1349170749,7204,Industrial,,Tiswadi,North Goa,Goa,India,73.90932047132677,15.50437349400779
67742,910147466,7204,Industrial,,Mohol,Solapur,Maharashtra,India,75.80504850998975,17.770788475271665
67748,1040437661,7204,Industrial,,Daman,Daman,The Dadra And Nagar Haveli And Daman And Diu,India,72.87271578281087,20.406257540478794
67761,999353834,7204,Industrial,,Muktainagar Edlabad,Jalgaon,Maharashtra,India,75.99277402254012,21.02682584635452
67770,1029625903,7204,Industrial,,Thane,Thane,Maharashtra,India,72.98792894718854,19.264308195605043
67779,994105749,7214,Quarry,,Rajapur,Ratnagiri,Maharashtra,India,73.5580417676804,16.59774559350113
67790,991849093,7204,Industrial,,Mahad,Raigad,Maharashtra,India,73.53306988200228,18.120246000153962
67804,1072042989,7214,Quarry,,Khamgaon,Buldhana,Maharashtra,India,76.61957175430672,20.685201367718964
67826,1131759259,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.85519509060347,19.17196301939255
67827,994105753,7214,Quarry,,Rajapur,Ratnagiri,Maharashtra,India,73.46187560456285,16.58330948144183
67841,1339588575,7214,Quarry,,Dharbandora,South Goa,Goa,India,74.08517066869088,15.392712252524774
67842,909780520,7204,Industrial,,Vagra,Bharuch,Gujarat,India,72.61791766677567,21.73315313292994
67863,1001133632,7214,Quarry,,Dharbandora,South Goa,Goa,India,74.10649220446963,15.370459867179482
67883,910042853,7204,Industrial,,Shahapur,Thane,Maharashtra,India,73.25705839417742,19.404072974539645
67885,1120627782,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.93594971474948,19.15114391738766
67905,1210807853,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.24291650008276,18.843250522133932
67913,925332604,7214,Quarry,,Mandangad,Ratnagiri,Maharashtra,India,73.2066394354862,17.929110142831252
67917,954674120,7204,Industrial,,Lodhika,Rajkot,Gujarat,India,70.66697244960581,22.245345241240482
67935,1007692630,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.25929887646824,18.824904709857062
67953,1339461579,7214,Quarry,,Sanguem,South Goa,Goa,India,74.19714640417024,15.255183062480375
67960,1002386508,7204,Industrial,,Parli,Beed,Maharashtra,India,76.35984034554362,18.920775633357984
67961,925579614,7204,Industrial,,Gondal,Rajkot,Gujarat,India,70.7779928040003,22.096998980290184
67963,1339461574,7214,Quarry,,Sanguem,South Goa,Goa,India,74.15087178160124,15.302794600228655
67970,1339119595,7214,Quarry,,Kalyanpur,Devbhumi Dwarka,Gujarat,India,69.26373928794045,22.153194347229416
67975,971322305,7204,Industrial,,Dhule,Dhule,Maharashtra,India,74.612473641086,21.081551556359397
67977,1263812756,7204,Industrial,,Bhachau,Kachchh,Gujarat,India,70.3272488272001,23.277635878010074
67981,1040433181,7204,Industrial,,Nanapodha,Valsad,Gujarat,India,72.94117846475461,20.452652862525273
68011,1003091515,7204,Industrial,,Kamptee,Nagpur,Maharashtra,India,79.27218151935611,21.144418288820084
68018,971353625,7204,Industrial,,Haveli,Pune,Maharashtra,India,74.09156320561439,18.58798416777971
68037,1392321462,7204,Industrial,,Ambarnath,Thane,Maharashtra,India,73.19576025175341,19.176135000612867
68042,953040900,7204,Industrial,,Lodhika,Rajkot,Gujarat,India,70.6424807733429,22.156217182423497
68048,917970855,7204,Industrial,,Sillod,Chhatrapati Sambhajinagar,Maharashtra,India,75.65461545025956,20.29980970349461
68050,910042928,7204,Industrial,,Nandurbar,Nandurbar,Maharashtra,India,74.2508864893415,21.432539857236325
68062,942873718,7204,Industrial,,Gondal,Rajkot,Gujarat,India,70.78100536991192,22.07075124616884
68100,1340858276,7204,Industrial,,Bardez,North Goa,Goa,India,73.80240667571132,15.604838078851746
68111,1306322228,7204,Industrial,,Sabarmati,Ahmedabad,Gujarat,India,72.48552828943805,23.04476375534757
68132,910269963,7204,Industrial,,Jambusar,Bharuch,Gujarat,India,72.8715661829696,22.1101919770497
68154,1001508437,7214,Quarry,,Dharbandora,South Goa,Goa,India,74.1897503782877,15.422555657494446
68156,1002209518,7214,Quarry,,Rapar,Kachchh,Gujarat,India,70.59637381670939,23.91093392505332
68179,1020603746,7204,Industrial,,Satari,North Goa,Goa,India,74.07736752220616,15.526244435421678
68186,1002209535,7214,Quarry,,Anjar,Kachchh,Gujarat,India,70.14377402963466,23.315907900001523
68208,1209667569,7204,Industrial,,Bardez,North Goa,Goa,India,73.82812450104353,15.633251504446632
68232,923955963,7204,Industrial,,Mawal,Pune,Maharashtra,India,73.63907928120018,18.711621608987063
68246,1007486617,7204,Industrial,,Satara,Satara,Maharashtra,India,74.03342733095602,17.684296853803552
68268,920066758,7204,Industrial,,Sanand,Ahmedabad,Gujarat,India,72.2481691841843,22.989659584762205
68273,1020063285,7214,Quarry,,Shahuwadi,Kolhapur,Maharashtra,India,73.82938323763864,17.086802692517264
68314,1079842603,7204,Industrial,,Akkalkot,Solapur,Maharashtra,India,76.19506842032695,17.522816717554154
68321,1020603749,7204,Industrial,,Satari,North Goa,Goa,India,74.06341520231516,15.547364313657498
68339,1019628961,7214,Quarry,,Rajapur,Ratnagiri,Maharashtra,India,73.35993762123984,16.665037986756804
68356,972706400,7204,Industrial,,Wadhwan,Surendranagar,Gujarat,India,71.6669042376157,22.72934416770842
68370,917970851,7204,Industrial,,Sillod,Chhatrapati Sambhajinagar,Maharashtra,India,75.6457282069714,20.264633285253996
68423,1002209509,7214,Quarry,,Rapar,Kachchh,Gujarat,India,70.89157655959518,23.577980145811317
68460,951985994,7204,Industrial,,Kotda Sangani,Rajkot,Gujarat,India,70.81081943212284,22.14368320938499
68515,1040437660,7204,Industrial,,Daman,Daman,The Dadra And Nagar Haveli And Daman And Diu,India,72.87521660089276,20.402344575972414
68554,971322190,7204,Industrial,,Khed,Pune,Maharashtra,India,73.91940905482369,18.700800361172178
68555,1392319069,7204,Industrial,,Kalyan,Thane,Maharashtra,India,73.10944199632095,19.21339022107612
68593,1167126334,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.93177335969736,19.15903476104838
68608,1003344851,7204,Industrial,,Gondiya,Gondia,Maharashtra,India,80.16287051913923,21.453917715918994
68619,1466134523,7204,Industrial,,Nashik,Nashik,Maharashtra,India,73.73721092653027,19.992786896632502
68622,1072824709,7214,Quarry,,Chikhli,Buldhana,Maharashtra,India,76.18881504561233,20.23781834272977
68652,1001508436,7214,Quarry,,Satari,North Goa,Goa,India,74.18246827939518,15.444237406405328
68689,1240803100,7214,Quarry,,Kodinar,Gir Somnath,Gujarat,India,70.75947786430194,20.963105856449438
68712,1473782973,7204,Industrial,,Khed,Pune,Maharashtra,India,73.7740783441406,18.78581307286846
68749,1466151431,7204,Industrial,,Nashik,Nashik,Maharashtra,India,73.79884508452912,19.997324590488287
68774,972706396,7204,Industrial,,Wadhwan,Surendranagar,Gujarat,India,71.69063740925684,22.729371314451043
68775,1465780101,7204,Industrial,,Salcete,South Goa,Goa,India,73.92618957613509,15.37189432581613
68790,972291132,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.29836276705569,18.796015818220223
68792,984366179,7204,Industrial,,Rajkot,Rajkot,Gujarat,India,70.80553295008684,22.237171470850633
68843,934720784,7204,Industrial,,Morvi,Morbi,Gujarat,India,70.80367317984447,22.777705886748418
68857,1060412066,7214,Quarry,,Morshi,Amravati,Maharashtra,India,77.97798914344578,21.28511846815835
68858,972308265,7214,Quarry,,Khalapur,Raigad,Maharashtra,India,73.32493750740375,18.834778177705815
68859,1379877150,7204,Industrial,,Salcete,South Goa,Goa,India,74.01242519759337,15.255578067465379
68868,998387736,7204,Industrial,,Bhachau,Kachchh,Gujarat,India,70.50455620753843,23.308088276799346
68871,971325208,7204,Industrial,,Mawal,Pune,Maharashtra,India,73.6643158763367,18.775257619946125
68926,1265059463,7204,Industrial,,Kannad,Chhatrapati Sambhajinagar,Maharashtra,India,75.030477229331,20.031139739253156
68938,1046305122,7214,Quarry,,Darwha,Yavatmal,Maharashtra,India,77.79948970119945,20.30639611207514
68963,1065685374,7204,Industrial,,Bardez,North Goa,Goa,India,73.8339990640631,15.53759869558655
68978,1074318167,7214,Quarry,,Muktainagar Edlabad,Jalgaon,Maharashtra,India,76.0687392819135,21.022412327596705
68981,1170351943,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.83185151927329,19.110900863539342
68998,971322204,7204,Industrial,,Khed,Pune,Maharashtra,India,73.9916372854601,18.834691012442754
69020,978315212,7214,Quarry,,Shrivardhan,Raigad,Maharashtra,India,73.03526179705278,18.10858756677607
69023,1020603735,7214,Quarry,,Dharbandora,South Goa,Goa,India,74.13400010054875,15.343395083334295
69049,951984566,7204,Industrial,,Kotda Sangani,Rajkot,Gujarat,India,70.8057807151567,22.14834768054962
69052,934720785,7204,Industrial,,Morvi,Morbi,Gujarat,India,70.80141141921506,22.781736288411622
69084,984379135,7204,Industrial,,Kotda Sangani,Rajkot,Gujarat,India,70.84698469562346,22.142148543793915
69112,1341288531,7204,Industrial,,Canacona,South Goa,Goa,India,74.07182140050432,15.008413719087322
69151,1266824052,7204,Industrial,,Jamjodhpur,Jamnagar,Gujarat,India,70.11581548223435,22.029643716970476
69160,1011440068,7204,Industrial,,Shirpur,Dhule,Maharashtra,India,74.9647598670363,21.321991651989467
69171,1381700798,7214,Quarry,,Bicholim,North Goa,Goa,India,73.932621944089,15.558873124219867
69208,1046273347,7204,Industrial,,Yavatmal,Yavatmal,Maharashtra,India,78.13953626904694,20.41662727835281
69209,1003080723,7204,Industrial,,Shrigonda,Ahilyanagar,Maharashtra,India,74.81191730095388,18.83931606619048
69227,1002378029,7204,Industrial,,Modasa,Arvalli,Gujarat,India,73.44149932912842,23.51614666909023
69241,971322238,7204,Industrial,,Shirur,Pune,Maharashtra,India,74.1940676829303,18.71784696385215
69243,1007837666,7204,Industrial,,Kalyan,Thane,Maharashtra,India,73.08991901801502,19.188896896890196
69246,972291142,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.30525017711952,18.780993022300677
69252,959719216,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.92198116404084,19.164600088950767
69273,1484623010,7214,Quarry,,Pen,Raigad,Maharashtra,India,73.10121838296185,18.714854009475793
69278,1220329026,7204,Industrial,,Thane,Thane,Maharashtra,India,72.89141044092622,19.293388625249275
69280,1484633054,7204,Industrial,,Pen,Raigad,Maharashtra,India,73.03973015666182,18.705727850404898
69281,1007837695,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.27347698219872,18.864931434823195
69313,971322188,7204,Industrial,,Khed,Pune,Maharashtra,India,73.91322347926224,18.692410040448692
69327,1001138171,7214,Quarry,,Sanguem,South Goa,Goa,India,74.23455796472444,15.213006897983558
69341,1077517904,7214,Quarry,,Savner,Nagpur,Maharashtra,India,78.78378181679697,21.452153033516197
69342,1002724021,7204,Industrial,,Desaiganj Vadasa,Gadchiroli,Maharashtra,India,79.98025458247051,20.614276318162286
69344,1001090034,7214,Quarry,,Sanguem,South Goa,Goa,India,74.08443759381939,15.140555937428081
69356,992252619,7204,Industrial,,Uran,Raigad,Maharashtra,India,73.00732820468558,18.870890535480363
69357,1002202713,7214,Quarry,,Abdasa,Kachchh,Gujarat,India,68.56826800973462,23.494379822986343
69365,971322189,7204,Industrial,,Khed,Pune,Maharashtra,India,73.91381662381592,18.693400210819366
69366,971326591,7204,Industrial,,Daund,Pune,Maharashtra,India,74.17408933488959,18.486408982732286
69379,1270638497,7204,Industrial,,Kamptee,Nagpur,Maharashtra,India,79.09608704409955,21.26238115261698
69393,1020603770,7204,Industrial,,Salcete,South Goa,Goa,India,74.00818956123295,15.262925591670577
69399,1020603754,7204,Industrial,,Bicholim,North Goa,Goa,India,74.04312609564143,15.470020000265109
69404,1430791487,7204,Industrial,,Mohol,Solapur,Maharashtra,India,75.81299046472033,17.759461136505635
69421,1266810091,7204,Industrial,,Lakhtar,Surendranagar,Gujarat,India,71.80724077119022,22.858647309943233
69480,1017173835,7204,Industrial,,Daman,Daman,The Dadra And Nagar Haveli And Daman And Diu,India,72.8829278767295,20.390284104805495
69487,1265059484,7204,Industrial,,Bhum,Dharashiv,Maharashtra,India,75.69196921871536,18.47893718480721
69532,988928039,7204,Industrial,,Uran,Raigad,Maharashtra,India,72.98990627777617,18.879605758372612
69540,1216642752,7204,Industrial,,Athni,Belagavi,Karnataka,India,74.95896398502387,16.87177115104755
69541,1287613538,7204,Industrial,,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Maharashtra,India,75.36618717972542,19.879169389965533
69556,971331932,7204,Industrial,,Daund,Pune,Maharashtra,India,74.18224411487851,18.518434604164465
69565,972291144,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.30883137164577,18.77239961820259
69567,1472585639,7214,Quarry,,Malwan,Sindhudurg,Maharashtra,India,73.57861644345,16.052508316848403
69600,992252616,7204,Industrial,,Uran,Raigad,Maharashtra,India,73.00162022274388,18.869565922886263
69607,1071888480,7214,Quarry,,Motala,Buldhana,Maharashtra,India,76.15089048492301,20.68687417153789
69635,1466135603,7204,Industrial,,Nashik,Nashik,Maharashtra,India,73.73506200580586,19.992319090511906
69664,1002718468,7204,Industrial,,Murtijapur,Akola,Maharashtra,India,77.44997339987196,20.72414788782476
69673,1447867311,7214,Quarry,,Bicholim,North Goa,Goa,India,73.91615823206435,15.675416979487144
69683,1077517907,7214,Quarry,,Savner,Nagpur,Maharashtra,India,78.79064326144616,21.436998161989614
69688,1220022479,7214,Quarry,,Bicholim,North Goa,Goa,India,73.99829299688238,15.54208214740227
69698,1327289170,7204,Industrial,,Tiswadi,North Goa,Goa,India,73.89659308132535,15.476473365003095
69729,972067906,7204,Industrial,,Panvel,Raigad,Maharashtra,India,73.0641251489241,19.104585463332157
69753,1008088168,7204,Industrial,,Wada,Palghar,Maharashtra,India,73.13101409831782,19.610041421483213
69808,1003091522,7204,Industrial,,Chotila,Surendranagar,Gujarat,India,71.2641997484174,22.32129730400277
69814,1021332653,7204,Industrial,,Mormugao,South Goa,Goa,India,73.87417733348904,15.383469431105675
69817,953593958,7204,Industrial,,Morvi,Morbi,Gujarat,India,70.83575370423145,22.890124973850817
69858,1185525805,7214,Quarry,,Malwan,Sindhudurg,Maharashtra,India,73.66553650630541,16.159662304194033
69887,1020673084,7214,Quarry,,Quepem,South Goa,Goa,India,73.94787632790673,15.12033451726923
69902,1360919829,7204,Industrial,,Thane,Thane,Maharashtra,India,72.94493076141586,19.2840409027806
69903,951984567,7204,Industrial,,Kotda Sangani,Rajkot,Gujarat,India,70.80718817271992,22.154172485787004
69904,1002202683,7214,Quarry,,Nakhatrana,Kachchh,Gujarat,India,69.24966554778699,23.188849211774265
69932,1243549447,7214,Quarry,,Kalyanpur,Devbhumi Dwarka,Gujarat,India,69.34455612249496,22.143467018283626
69933,1441845013,7214,Quarry,,Sanguem,South Goa,Goa,India,74.24929029196826,15.197831687742653
69967,1068328187,7214,Quarry,,Akola,Akola,Maharashtra,India,77.30720489702567,20.66960907679511
69983,1324663567,7204,Industrial,,Bardez,North Goa,Goa,India,73.76514799530239,15.590146181953966
70005,1475581868,7204,Industrial,,Salcete,South Goa,Goa,India,73.9461891885822,15.368399150306185
70054,1046313200,7204,Industrial,,Nanded,Nanded,Maharashtra,India,77.35147585649189,19.14511434060131
70072,1002202677,7214,Quarry,,Mandvi,Kachchh,Gujarat,India,69.42864421608391,23.040563215811826
70078,1082444286,7204,Industrial,,Palanpur,Banas Kantha,Gujarat,India,72.37721022191556,24.184394256809043
70097,1320359695,7204,Industrial,,Majura,Surat,Gujarat,India,72.83207675245289,21.176845692816762
70108,1020603767,7204,Industrial,,Salcete,South Goa,Goa,India,74.01724316583798,15.261080155731147
70128,1370897539,7214,Quarry,,Pernem,North Goa,Goa,India,73.76855941653751,15.679165298633368
70135,1383530108,7204,Industrial,,Bicholim,North Goa,Goa,India,74.06686383753295,15.48859719937111
70174,1008088155,7204,Industrial,,Palghar,Palghar,Maharashtra,India,72.93380442025449,19.716639068468965
70178,1263635086,7204,Industrial,,Anjar,Kachchh,Gujarat,India,70.02744087566147,23.128833056653438
70201,1072824810,7214,Quarry,,Chikhli,Buldhana,Maharashtra,India,76.48080919415001,20.434682916850186
70202,981035051,7204,Industrial,,Haveli,Pune,Maharashtra,India,74.02146869435278,18.645663489640523
70254,1046273363,7214,Quarry,,Yavatmal,Yavatmal,Maharashtra,India,78.20115915951038,20.407011657176355
70275,1078273616,7214,Quarry,,Shirol,Kolhapur,Maharashtra,India,74.53446924725363,16.75657344639559
70287,981037139,7204,Industrial,,Bhor,Pune,Maharashtra,India,73.86726548846013,18.31267204701488
70289,1155099056,7214,Quarry,,Pernem,North Goa,Goa,India,73.76902287043806,15.679785763244677
70301,1007692629,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.24992937078085,18.82497606844086
70345,981132772,7204,Industrial,,Phaltan,Satara,Maharashtra,India,74.34647450813819,18.010032572764498
70432,1320780504,7214,Quarry,,Pernem,North Goa,Goa,India,73.86775383994852,15.703157734062392
70441,1002209528,7214,Quarry,,Rapar,Kachchh,Gujarat,India,70.75045908078752,23.411841114554772
70469,984379124,7204,Industrial,,Lodhika,Rajkot,Gujarat,India,70.77624887464039,22.199248700640975
70471,1008088212,7204,Industrial,,Wada,Palghar,Maharashtra,India,73.0839876936524,19.494692668143642
70521,1078273618,7204,Industrial,,Shirol,Kolhapur,Maharashtra,India,74.51493767173346,16.766719662090175
70523,1313198454,7204,Industrial,,Sanand,Ahmedabad,Gujarat,India,72.23881300199001,22.902176477697655
70559,1008088149,7204,Industrial,,Palghar,Palghar,Maharashtra,India,72.80855051727379,19.775236258248214
70568,978315195,7214,Quarry,,Ramtek,Nagpur,Maharashtra,India,79.2664608648202,21.41476245544089
70613,1182204904,7204,Industrial,,Bardez,North Goa,Goa,India,73.80837643954692,15.606076984092871
70630,1240802065,7204,Industrial,,Kodinar,Gir Somnath,Gujarat,India,70.69992723099253,20.79076999600677
70637,1066627201,7214,Quarry,,Dhamangaon Railway,Amravati,Maharashtra,India,78.0932000485872,20.81316780248645
70648,1078283849,7204,Industrial,,Hatkanangle,Kolhapur,Maharashtra,India,74.28086790132825,16.73235675554377
70687,1492098423,7204,Industrial,,Roha,Raigad,Maharashtra,India,73.12065736646932,18.548165163750163
70692,1040952631,7214,Quarry,,Kankavli,Sindhudurg,Maharashtra,India,73.79496087494809,16.361770793399664
70697,991390709,7204,Industrial,,Ratnagiri,Ratnagiri,Maharashtra,India,73.27982671555877,16.994979870456714
70760,1001090033,7214,Quarry,,Quepem,South Goa,Goa,India,74.07577621885575,15.140960096129945
70771,1462072007,7214,Quarry,,Khed,Pune,Maharashtra,India,73.81753963549176,18.705971062762742
70777,1122471446,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.8851915093231,19.094573634765684
70796,1002378027,7204,Industrial,,Modasa,Arvalli,Gujarat,India,73.43949589088298,23.50493060156891
70822,1003091516,7204,Industrial,,Bhandara,Bhandara,Maharashtra,India,79.56080389733161,21.09737746852025
70829,1443993452,7204,Industrial,,Ponda,North Goa,Goa,India,74.05611878909045,15.435629167890195
70835,1077457841,7204,Industrial,,Limbdi,Surendranagar,Gujarat,India,71.91130584061735,22.737625511862618
70836,978315182,7214,Quarry,,Korpana,Chandrapur,Maharashtra,India,79.04584223650546,19.81009516045227
70839,1008088169,7204,Industrial,,Wada,Palghar,Maharashtra,India,73.12888379658706,19.609507516050392
70849,1120308230,7204,Industrial,,Bhiwandi,Thane,Maharashtra,India,73.04486101553928,19.22558076131711
70866,1222759185,7204,Industrial,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.86592446671278,19.258630960058504
70889,1158933439,7214,Quarry,,Mumbai Suburban,Mumbai Suburban,Maharashtra,India,72.88012726000503,19.25322610081668
70892,1040437662,7204,Industrial,,Daman,Daman,The Dadra And Nagar Haveli And Daman And Diu,India,72.88037254973847,20.402803233542873
70896,1315063634,7204,Industrial,,Majura,Surat,Gujarat,India,72.86610458091613,21.194228069278854
70908,1035495340,7204,Industrial,,Shrigonda,Ahilyanagar,Maharashtra,India,74.42286137606334,18.829145685129067
70914,1002400940,7204,Industrial,,Abdasa,Kachchh,Gujarat,India,68.7036661677371,23.43045576550465
70915,1458308830,7214,Quarry,,Dharbandora,South Goa,Goa,India,74.13045627536876,15.36892671187316
70923,984366154,7204,Industrial,,Jasdan,Rajkot,Gujarat,India,71.2196935538621,22.042145769828217
70936,1108793734,7214,Quarry,,Wankaner,Morbi,Gujarat,India,70.98796178083,22.739631138294826
70952,1343745913,7204,Industrial,,Salcete,South Goa,Goa,India,73.97619936423928,15.264426865379702
70978,994105756,7214,Quarry,,Rajapur,Ratnagiri,Maharashtra,India,73.50291923213298,16.659546528785427
71003,1001789784,7214,Quarry,,Talala,Gir Somnath,Gujarat,India,70.51082295643246,21.00303235385935
71006,1355283716,7214,Quarry,,Borsad,Anand,Gujarat,India,72.78724797162931,22.321661163659588
71015,1003080735,7204,Industrial,,Kelapur,Yavatmal,Maharashtra,India,78.63669855501273,20.1308081321914
71020,1466159456,7214,Quarry,,Nashik,Nashik,Maharashtra,India,73.81117099884912,20.075575711157114
71034,1210807851,7204,Industrial,,Khalapur,Raigad,Maharashtra,India,73.2422737794245,18.8494636746993
71052,1263049526,7204,Industrial,,Maliya,Morbi,Gujarat,India,70.56302658008062,22.95061353338532
71057,1002724022,7204,Industrial,,Desaiganj Vadasa,Gadchiroli,Maharashtra,India,79.98057972028074,20.611488343886442
71075,1372728297,7204,Industrial,,Dharur,Beed,Maharashtra,India,76.20297354497829,18.986982387517585
71080,1175829654,7214,Quarry,,Shrivardhan,Raigad,Maharashtra,India,73.02042055619253,18.169947665041708
71103,1008088174,7204,Industrial,,Wada,Palghar,Maharashtra,India,73.18402340941195,19.56764080492004
71105,984386066,7204,Industrial,,Gondal,Rajkot,Gujarat,India,70.79369830825372,22.02932567775115
71110,1340347617,7204,Industrial,,Lalpur,Jamnagar,Gujarat,India,69.88754981181832,22.37429961785786
71224,1007658896,7214,Quarry,,Alibag,Raigad,Maharashtra,India,72.90823778673231,18.714314837402927
71238,1003080725,7204,Industrial,,Sinnar,Nashik,Maharashtra,India,74.24449144022324,19.80137086709041
71243,983691795,7204,Industrial,,Shahade,Nandurbar,Maharashtra,India,74.47712761041477,21.64804772692073
71244,1046050708,7204,Industrial,,Nagpur Rural,Nagpur,Maharashtra,India,78.9718178539115,20.904915988258917
71251,1072746659,7214,Quarry,,Nagar,Ahilyanagar,Maharashtra,India,74.7779362388346,19.150878011831246
71257,1077720554,7214,Quarry,,Parseoni,Nagpur,Maharashtra,India,79.14486694653323,21.282197570377985
71267,984259060,7204,Industrial,,Jamnagar Rural,Jamnagar,Gujarat,India,70.00687102301416,22.42978967040404
